node1	node2	node1_string_id	node2_string_id	node1_external_id	node2_external_id	neighborhood	fusion	cooccurence	homology	coexpression	experimental	knowledge	textmining	combined_score
MUTYH	RPA1	996969	978067	ENSP00000408176	ENSP00000254719	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.000	0.619
BRCA2	RPA1	992153	978067	ENSP00000369497	ENSP00000254719	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.000	0.619
GTF2H2	MNAT1	980301	978667	ENSP00000274400	ENSP00000261245	0.000	0.000	0.000	0.000	0.000	0.620	0.900	0.000	0.959
MSH3	ERCC1	979536	975751	ENSP00000265081	ENSP00000013807	0.000	0.000	0.000	0.000	0.000	0.387	0.000	0.000	0.386
PIK3CA	NFKB1	979288	976749	ENSP00000263967	ENSP00000226574	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
POLE	RAD51	984840	979855	ENSP00000322570	ENSP00000267868	0.000	0.000	0.000	0.000	0.000	0.189	0.000	0.000	0.188
CSF2RB	PIK3CA	994280	979288	ENSP00000384053	ENSP00000263967	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
RFC3	DMC1	992135	976139	ENSP00000369411	ENSP00000216024	0.000	0.000	0.000	0.000	0.000	0.189	0.000	0.000	0.188
ERCC5	ERCC4	987985	983532	ENSP00000347978	ENSP00000310520	0.000	0.000	0.000	0.000	0.000	0.387	0.900	0.000	0.934
CDK7	RPA3	978199	976606	ENSP00000256443	ENSP00000223129	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
XRCC5	APEX1	985622	976233	ENSP00000329528	ENSP00000216714	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
PMS2	RFC1	979682	978706	ENSP00000265849	ENSP00000261424	0.000	0.000	0.000	0.000	0.000	0.229	0.000	0.000	0.229
HMGB1	TP53	987319	979979	ENSP00000343040	ENSP00000269305	0.000	0.000	0.000	0.000	0.000	0.932	0.000	0.000	0.931
MUS81	ERCC1	983204	975751	ENSP00000307853	ENSP00000013807	0.000	0.000	0.000	0.000	0.000	0.582	0.000	0.000	0.581
LIG4	RFC1	988208	978706	ENSP00000349393	ENSP00000261424	0.000	0.000	0.000	0.000	0.000	0.236	0.000	0.000	0.235
APEX2	TRAF2	991110	977592	ENSP00000364126	ENSP00000247668	0.000	0.000	0.000	0.000	0.000	0.154	0.000	0.000	0.154
MLH3	MLH1	987993	976973	ENSP00000348020	ENSP00000231790	0.000	0.000	0.000	0.625	0.000	0.846	0.900	0.000	0.983
RFC5	POLD3	996982	979230	ENSP00000408295	ENSP00000263681	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
TOPBP1	MSH6	978617	977074	ENSP00000260810	ENSP00000234420	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.000	0.619
GTF2H5	CDK7	989395	978199	ENSP00000356067	ENSP00000256443	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.000	0.619
FEN1	LIG1	982899	979151	ENSP00000305480	ENSP00000263274	0.000	0.000	0.000	0.000	0.000	0.582	0.000	0.000	0.581
LIG3	PARP1	991843	989329	ENSP00000367787	ENSP00000355759	0.000	0.000	0.000	0.442	0.000	0.620	0.000	0.000	0.619
POLD2	CHEK2	993523	992579	ENSP00000379148	ENSP00000372023	0.000	0.000	0.000	0.000	0.000	0.582	0.000	0.000	0.581
BIRC3	NFKB1	979190	976749	ENSP00000263464	ENSP00000226574	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
PNKP	DMC1	984941	976139	ENSP00000323511	ENSP00000216024	0.000	0.000	0.000	0.000	0.000	0.200	0.000	0.000	0.200
RAD17	RFC1	992299	978706	ENSP00000370151	ENSP00000261424	0.000	0.000	0.000	0.455	0.000	0.845	0.000	0.000	0.845
RAD51	MSH6	979855	977074	ENSP00000267868	ENSP00000234420	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.000	0.619
PRKAR1B	PRKACA	988839	983418	ENSP00000353415	ENSP00000309591	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
BAX	TP53	981408	979979	ENSP00000293288	ENSP00000269305	0.000	0.000	0.000	0.000	0.000	0.620	0.900	0.000	0.959
BRCA1	NBN	988359	979610	ENSP00000350283	ENSP00000265433	0.000	0.000	0.000	0.000	0.000	0.955	0.000	0.000	0.954
IL3RA	PIK3R5	985410	979978	ENSP00000327890	ENSP00000269300	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
ERCC5	ERCC3	987985	980930	ENSP00000347978	ENSP00000285398	0.000	0.000	0.000	0.000	0.000	0.892	0.900	0.000	0.988
FADD	BIRC3	982467	979190	ENSP00000301838	ENSP00000263464	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
RAD17	XPA	992299	991140	ENSP00000370151	ENSP00000364270	0.000	0.000	0.000	0.000	0.000	0.580	0.000	0.000	0.579
EXO1	ERCC4	983715	983532	ENSP00000311873	ENSP00000310520	0.000	0.000	0.000	0.000	0.000	0.236	0.000	0.000	0.235
ERCC4	APEX1	983532	976233	ENSP00000310520	ENSP00000216714	0.000	0.000	0.000	0.000	0.000	0.387	0.000	0.000	0.386
PARP1	RFC4	989329	981740	ENSP00000355759	ENSP00000296273	0.000	0.000	0.000	0.000	0.000	0.387	0.000	0.000	0.386
BID	FADD	984404	982467	ENSP00000318822	ENSP00000301838	0.000	0.000	0.000	0.000	0.000	0.538	0.900	0.000	0.950
RAD52	MSH2	988506	977012	ENSP00000351284	ENSP00000233146	0.000	0.000	0.000	0.000	0.000	0.580	0.000	0.000	0.579
POLD2	RFC1	993523	978706	ENSP00000379148	ENSP00000261424	0.000	0.000	0.000	0.000	0.000	0.235	0.900	0.000	0.918
TRADD	NFKBIA	987063	976240	ENSP00000341268	ENSP00000216797	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
PRKACA	BAD	983418	983354	ENSP00000309591	ENSP00000309103	0.000	0.000	0.000	0.000	0.000	0.846	0.800	0.000	0.967
NBN	RFC1	979610	978706	ENSP00000265433	ENSP00000261424	0.000	0.000	0.000	0.471	0.000	0.333	0.000	0.000	0.333
RFC5	RFC4	996982	981740	ENSP00000408295	ENSP00000296273	0.000	0.000	0.000	0.894	0.000	0.986	0.900	0.000	0.998
BRCA2	CHEK1	992153	980540	ENSP00000369497	ENSP00000278916	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
RAD52	MSH3	988506	979536	ENSP00000351284	ENSP00000265081	0.000	0.000	0.000	0.000	0.000	0.576	0.000	0.000	0.575
PARP1	NFKB1	989329	976749	ENSP00000355759	ENSP00000226574	0.000	0.000	0.000	0.000	0.000	0.836	0.000	0.000	0.835
CETN2	RAD23B	990090	988422	ENSP00000359300	ENSP00000350708	0.000	0.000	0.000	0.000	0.000	0.621	0.900	0.000	0.959
RAD54L	ERCC4	990469	983532	ENSP00000361043	ENSP00000310520	0.000	0.000	0.000	0.000	0.000	0.192	0.000	0.000	0.191
RAD52	RAD54B	988506	986466	ENSP00000351284	ENSP00000336606	0.000	0.000	0.000	0.000	0.000	0.388	0.000	0.000	0.388
RAD52	ATM	988506	980514	ENSP00000351284	ENSP00000278616	0.000	0.000	0.000	0.000	0.000	0.239	0.000	0.000	0.238
GTF2H1	MNAT1	979693	978667	ENSP00000265963	ENSP00000261245	0.000	0.000	0.000	0.000	0.000	0.621	0.900	0.000	0.959
PCNA	PIK3CB	991950	981143	ENSP00000368438	ENSP00000289153	0.000	0.000	0.000	0.000	0.000	0.357	0.000	0.000	0.357
DDB2	ERCC1	978247	975751	ENSP00000256996	ENSP00000013807	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
RFC5	ORC1L	996982	990384	ENSP00000408295	ENSP00000360621	0.000	0.000	0.000	0.000	0.000	0.206	0.000	0.000	0.205
LIG4	ATM	988208	980514	ENSP00000349393	ENSP00000278616	0.000	0.000	0.000	0.000	0.000	0.571	0.000	0.000	0.571
MNAT1	DDB2	978667	978247	ENSP00000261245	ENSP00000256996	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
XRCC5	EXO1	985622	983715	ENSP00000329528	ENSP00000311873	0.000	0.000	0.000	0.000	0.000	0.669	0.000	0.000	0.669
XRCC6	SMG7	988652	986988	ENSP00000352257	ENSP00000340766	0.000	0.000	0.000	0.000	0.000	0.358	0.000	0.000	0.358
NFKB1	TNFRSF1A	976749	975867	ENSP00000226574	ENSP00000162749	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
POLD2	POLD4	993523	983647	ENSP00000379148	ENSP00000311368	0.000	0.000	0.000	0.000	0.000	0.620	0.900	0.000	0.959
RAD17	XRCC6	992299	988652	ENSP00000370151	ENSP00000352257	0.000	0.000	0.000	0.000	0.000	0.582	0.000	0.000	0.581
CHEK2	PCNA	992579	991950	ENSP00000372023	ENSP00000368438	0.000	0.000	0.000	0.000	0.000	0.670	0.000	0.000	0.669
ERCC5	GTF2H1	987985	979693	ENSP00000347978	ENSP00000265963	0.000	0.000	0.000	0.000	0.000	0.846	0.900	0.000	0.983
RAD23A	TRAF2	984699	977592	ENSP00000321365	ENSP00000247668	0.000	0.000	0.000	0.000	0.000	0.154	0.000	0.000	0.154
FAS	CFLAR	987986	983787	ENSP00000347979	ENSP00000312455	0.000	0.000	0.000	0.000	0.000	0.974	0.900	0.000	0.997
MRE11A	MSH6	985197	977074	ENSP00000325863	ENSP00000234420	0.000	0.000	0.000	0.000	0.000	0.333	0.000	0.000	0.333
POLD2	PCNA	993523	991950	ENSP00000379148	ENSP00000368438	0.000	0.000	0.000	0.000	0.000	0.990	0.900	0.000	0.998
MRE11A	RPA1	985197	978067	ENSP00000325863	ENSP00000254719	0.000	0.000	0.000	0.000	0.000	0.667	0.000	0.000	0.667
PRKACA	CAPN2	983418	981537	ENSP00000309591	ENSP00000295006	0.000	0.000	0.000	0.000	0.000	0.231	0.000	0.000	0.231
ERCC5	MSH3	987985	979536	ENSP00000347978	ENSP00000265081	0.000	0.000	0.000	0.000	0.000	0.239	0.000	0.000	0.238
CHUK	TNFRSF10B	990127	980417	ENSP00000359424	ENSP00000276431	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
BRCA2	RAD23A	992153	984699	ENSP00000369497	ENSP00000321365	0.000	0.000	0.000	0.000	0.000	0.592	0.000	0.000	0.591
IRAK4	MAP3K14	988160	987185	ENSP00000349096	ENSP00000342059	0.000	0.000	0.000	0.550	0.000	0.000	0.800	0.000	0.800
RAD51	MSH4	979855	979126	ENSP00000267868	ENSP00000263187	0.000	0.000	0.000	0.000	0.000	0.621	0.900	0.000	0.959
POLD3	APEX1	979230	976233	ENSP00000263681	ENSP00000216714	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
CHUK	NFKB2	990127	975943	ENSP00000359424	ENSP00000189444	0.000	0.000	0.000	0.000	0.000	0.995	0.900	0.000	0.999
PMS2	MSH3	979682	979536	ENSP00000265849	ENSP00000265081	0.000	0.000	0.000	0.000	0.000	0.308	0.540	0.000	0.660
IKBKG	TNFSF10	989953	977287	ENSP00000358622	ENSP00000241261	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
RAD23B	RPA3	988422	976606	ENSP00000350708	ENSP00000223129	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
AKT3	PIK3R2	979261	976536	ENSP00000263826	ENSP00000222254	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
MAP3K14	NFKBIA	987185	976240	ENSP00000342059	ENSP00000216797	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.000	0.619
RELA	NFKBIA	994309	976240	ENSP00000384273	ENSP00000216797	0.000	0.000	0.000	0.000	0.000	0.999	0.900	0.000	0.999
XPC	ATM	980908	980514	ENSP00000285021	ENSP00000278616	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.000	0.619
PMS2	ERCC1	979682	975751	ENSP00000265849	ENSP00000013807	0.000	0.000	0.000	0.000	0.000	0.229	0.000	0.000	0.229
APEX2	PNKP	991110	984941	ENSP00000364126	ENSP00000323511	0.000	0.000	0.000	0.000	0.000	0.640	0.000	0.000	0.639
ERCC2	GTF2H3	993226	976839	ENSP00000375809	ENSP00000228955	0.000	0.000	0.000	0.000	0.000	0.846	0.900	0.000	0.983
XRCC1	APEX1	979056	976233	ENSP00000262887	ENSP00000216714	0.000	0.000	0.000	0.000	0.000	0.846	0.000	0.000	0.845
PIK3C2B	PIK3R1	989418	980292	ENSP00000356155	ENSP00000274335	0.000	0.000	0.000	0.000	0.000	0.230	0.000	0.000	0.229
IKBKB	TNFRSF10B	986774	980417	ENSP00000339151	ENSP00000276431	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
XRCC5	DMC1	985622	976139	ENSP00000329528	ENSP00000216024	0.000	0.000	0.000	0.000	0.000	0.192	0.000	0.000	0.191
ERCC5	MRE11A	987985	985197	ENSP00000347978	ENSP00000325863	0.000	0.000	0.000	0.000	0.000	0.387	0.000	0.000	0.386
EXO1	RPA1	983715	978067	ENSP00000311873	ENSP00000254719	0.000	0.000	0.000	0.000	0.000	0.288	0.000	0.000	0.288
PIK3R1	IL1RAP	980292	975818	ENSP00000274335	ENSP00000072516	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
MAP3K14	PPP3CC	987185	977245	ENSP00000342059	ENSP00000240139	0.000	0.000	0.000	0.000	0.000	0.224	0.000	0.000	0.224
MAP3K14	NFKB2	987185	975943	ENSP00000342059	ENSP00000189444	0.000	0.000	0.000	0.000	0.000	0.857	0.900	0.000	0.984
CASP10	TNFSF10	980968	977287	ENSP00000286186	ENSP00000241261	0.000	0.000	0.000	0.000	0.000	0.620	0.900	0.000	0.959
APEX2	RAD52	991110	988506	ENSP00000364126	ENSP00000351284	0.000	0.000	0.000	0.000	0.000	0.264	0.000	0.000	0.263
RFC4	LIG1	981740	979151	ENSP00000296273	ENSP00000263274	0.000	0.000	0.000	0.000	0.000	0.387	0.000	0.000	0.386
OGG1	MSH4	983033	979126	ENSP00000306561	ENSP00000263187	0.000	0.000	0.000	0.000	0.000	0.202	0.000	0.000	0.201
NTRK1	PIK3R2	988539	976536	ENSP00000351486	ENSP00000222254	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
XRCC5	RFC4	985622	981740	ENSP00000329528	ENSP00000296273	0.000	0.000	0.000	0.000	0.000	0.580	0.000	0.000	0.579
BRCA2	TP53	992153	979979	ENSP00000369497	ENSP00000269305	0.000	0.000	0.000	0.000	0.000	0.843	0.000	0.000	0.843
MLH1	NTHL1	976973	976340	ENSP00000231790	ENSP00000219066	0.000	0.000	0.000	0.000	0.000	0.580	0.000	0.000	0.579
ATR	RAD51	987414	979855	ENSP00000343741	ENSP00000267868	0.000	0.000	0.000	0.000	0.000	0.492	0.000	0.000	0.491
RAD52	RAD23B	988506	988422	ENSP00000351284	ENSP00000350708	0.000	0.000	0.000	0.000	0.000	0.200	0.000	0.000	0.200
PCNA	ERCC5	991950	987985	ENSP00000368438	ENSP00000347978	0.000	0.000	0.000	0.000	0.000	0.846	0.000	0.000	0.845
PNKP	RAD51	984941	979855	ENSP00000323511	ENSP00000267868	0.000	0.000	0.000	0.000	0.000	0.200	0.000	0.000	0.200
RAD17	ATM	992299	980514	ENSP00000370151	ENSP00000278616	0.000	0.000	0.000	0.000	0.000	0.929	0.900	0.000	0.992
CASP3	RFC1	983604	978706	ENSP00000311032	ENSP00000261424	0.000	0.000	0.000	0.000	0.000	0.621	0.900	0.000	0.959
PRKACB	BAD	990206	983354	ENSP00000359719	ENSP00000309103	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
BID	TNFRSF10B	984404	980417	ENSP00000318822	ENSP00000276431	0.000	0.000	0.000	0.000	0.000	0.538	0.000	0.000	0.538
CETN2	PRKAR2B	990090	979652	ENSP00000359300	ENSP00000265717	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
ERCC2	XPA	993226	991140	ENSP00000375809	ENSP00000364270	0.000	0.000	0.000	0.000	0.000	0.387	0.900	0.000	0.934
MYD88	BIRC2	993574	976784	ENSP00000379625	ENSP00000227758	0.000	0.000	0.000	0.000	0.000	0.505	0.000	0.000	0.505
ERCC2	CCNH	993226	978238	ENSP00000375809	ENSP00000256897	0.000	0.000	0.000	0.000	0.000	0.845	0.900	0.000	0.983
PCNA	POLD1	991950	978920	ENSP00000368438	ENSP00000262266	0.000	0.000	0.000	0.000	0.000	0.999	0.900	0.000	0.999
BAD	PPP3CC	983354	977245	ENSP00000309103	ENSP00000240139	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
EXO1	DDB1	983715	982456	ENSP00000311873	ENSP00000301764	0.000	0.000	0.000	0.000	0.000	0.239	0.000	0.000	0.238
BRCA2	SHFM1	992153	977636	ENSP00000369497	ENSP00000248566	0.000	0.000	0.000	0.000	0.000	0.999	0.000	0.000	0.998
CHEK2	DDB1	992579	982456	ENSP00000372023	ENSP00000301764	0.000	0.000	0.000	0.000	0.000	0.384	0.000	0.000	0.384
PARP1	ATM	989329	980514	ENSP00000355759	ENSP00000278616	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
APEX2	TP53	991110	979979	ENSP00000364126	ENSP00000269305	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
DDB1	ERCC3	982456	980930	ENSP00000301764	ENSP00000285398	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
RAD17	POLD1	992299	978920	ENSP00000370151	ENSP00000262266	0.000	0.000	0.000	0.000	0.000	0.671	0.000	0.000	0.671
PIK3CG	AKT3	988630	979261	ENSP00000352121	ENSP00000263826	0.000	0.000	0.000	0.000	0.000	0.225	0.800	0.000	0.834
PCNA	RAD1	991950	987003	ENSP00000368438	ENSP00000340879	0.000	0.000	0.000	0.000	0.000	0.582	0.000	0.000	0.581
PARP1	PRKDC	989329	983877	ENSP00000355759	ENSP00000313420	0.000	0.000	0.000	0.000	0.000	0.846	0.000	0.000	0.845
CASP7	CASP10	982057	980968	ENSP00000298700	ENSP00000286186	0.000	0.000	0.000	0.850	0.000	0.621	0.000	0.000	0.621
MRE11A	RAD50	985197	979585	ENSP00000325863	ENSP00000265335	0.000	0.000	0.000	0.000	0.000	0.999	0.900	0.000	0.999
RFC3	RAD51	992135	979855	ENSP00000369411	ENSP00000267868	0.000	0.000	0.000	0.000	0.000	0.189	0.000	0.000	0.188
PIK3CD	CASP9	991590	985709	ENSP00000366563	ENSP00000330237	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
FASLG	TNFRSF10B	989529	980417	ENSP00000356694	ENSP00000276431	0.000	0.000	0.000	0.000	0.000	0.538	0.000	0.000	0.538
LIG3	XRCC6	991843	988652	ENSP00000367787	ENSP00000352257	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.000	0.619
RAD1	TOPBP1	987003	978617	ENSP00000340879	ENSP00000260810	0.000	0.000	0.000	0.000	0.000	0.387	0.000	0.000	0.387
POLE	CDC6	984840	976059	ENSP00000322570	ENSP00000209728	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
BAD	BAX	983354	981408	ENSP00000309103	ENSP00000293288	0.000	0.000	0.000	0.000	0.000	0.720	0.000	0.000	0.720
RFC5	XRCC6	996982	988652	ENSP00000408295	ENSP00000352257	0.000	0.000	0.000	0.000	0.000	0.580	0.000	0.000	0.579
PRKAR1B	PRKAR2B	988839	979652	ENSP00000353415	ENSP00000265717	0.000	0.000	0.000	0.890	0.000	0.000	0.900	0.000	0.899
RELA	HMGB1	994309	987319	ENSP00000384273	ENSP00000343040	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
EXO1	CHEK1	983715	980540	ENSP00000311873	ENSP00000278916	0.000	0.000	0.000	0.000	0.000	0.233	0.000	0.000	0.232
IKBKB	NFKBIA	986774	976240	ENSP00000339151	ENSP00000216797	0.000	0.000	0.000	0.000	0.000	0.999	0.900	0.000	0.999
XPA	PMS2	991140	979682	ENSP00000364270	ENSP00000265849	0.000	0.000	0.000	0.000	0.000	0.290	0.000	0.000	0.290
BCL2	AKT3	985632	979261	ENSP00000329623	ENSP00000263826	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
ERCC5	GTF2H4	987985	978518	ENSP00000347978	ENSP00000259895	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
XRCC5	POLD1	985622	978920	ENSP00000329528	ENSP00000262266	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
NGF	CASP3	989928	983604	ENSP00000358525	ENSP00000311032	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
FASLG	BIRC2	989529	976784	ENSP00000356694	ENSP00000227758	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
DDB2	GTF2H3	978247	976839	ENSP00000256996	ENSP00000228955	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
CHEK2	LIG1	992579	979151	ENSP00000372023	ENSP00000263274	0.000	0.000	0.000	0.000	0.000	0.387	0.000	0.000	0.386
MRE11A	POLE	985197	984840	ENSP00000325863	ENSP00000322570	0.000	0.000	0.000	0.000	0.000	0.387	0.000	0.000	0.386
IRAK4	IL1B	988160	979165	ENSP00000349096	ENSP00000263341	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
IRAK4	IL1RAP	988160	975818	ENSP00000349096	ENSP00000072516	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
XPA	MSH2	991140	977012	ENSP00000364270	ENSP00000233146	0.000	0.000	0.000	0.000	0.000	0.619	0.000	0.000	0.619
CSF2RB	IKBKB	994280	986774	ENSP00000384053	ENSP00000339151	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
ERCC4	XPC	983532	980908	ENSP00000310520	ENSP00000285021	0.000	0.000	0.000	0.000	0.000	0.621	0.900	0.000	0.959
POLE	DMC1	984840	976139	ENSP00000322570	ENSP00000216024	0.000	0.000	0.000	0.000	0.000	0.189	0.000	0.000	0.188
RPA2	MSH4	990895	979126	ENSP00000363021	ENSP00000263187	0.000	0.000	0.000	0.000	0.000	0.224	0.000	0.000	0.224
RFC3	ORC1L	992135	990384	ENSP00000369411	ENSP00000360621	0.000	0.000	0.000	0.000	0.000	0.206	0.000	0.000	0.205
MRE11A	MLH1	985197	976973	ENSP00000325863	ENSP00000231790	0.000	0.000	0.000	0.000	0.000	0.333	0.000	0.000	0.333
BRCA1	RAD51	988359	979855	ENSP00000350283	ENSP00000267868	0.000	0.000	0.000	0.000	0.000	0.974	0.900	0.000	0.997
IKBKB	TNFRSF1A	986774	975867	ENSP00000339151	ENSP00000162749	0.000	0.000	0.000	0.000	0.000	0.974	0.900	0.000	0.997
BCL2	BAX	985632	981408	ENSP00000329623	ENSP00000293288	0.000	0.000	0.000	0.731	0.000	0.999	0.900	0.000	0.999
PNKP	APEX1	984941	976233	ENSP00000323511	ENSP00000216714	0.000	0.000	0.000	0.000	0.000	0.578	0.000	0.000	0.577
XRCC5	ATM	985622	980514	ENSP00000329528	ENSP00000278616	0.000	0.000	0.000	0.000	0.000	0.231	0.000	0.000	0.230
RPA2	RPA1	990895	978067	ENSP00000363021	ENSP00000254719	0.000	0.000	0.000	0.000	0.000	0.999	0.720	0.000	0.999
CASP7	BIRC2	982057	976784	ENSP00000298700	ENSP00000227758	0.000	0.000	0.000	0.000	0.000	0.937	0.800	0.000	0.986
XPC	DDB2	980908	978247	ENSP00000285021	ENSP00000256996	0.000	0.000	0.000	0.000	0.000	0.845	0.900	0.000	0.983
AKT2	PIK3R3	993239	979026	ENSP00000375892	ENSP00000262741	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
CAPN2	NFKBIA	981537	976240	ENSP00000295006	ENSP00000216797	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
CASP9	CYCS	985709	983193	ENSP00000330237	ENSP00000307786	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
PRKACG	PRKAR2B	991572	979652	ENSP00000366488	ENSP00000265717	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
CETN2	ERCC8	990090	979523	ENSP00000359300	ENSP00000265038	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
RELA	AKT1	994309	980037	ENSP00000384273	ENSP00000270202	0.000	0.000	0.000	0.000	0.000	0.077	0.800	0.000	0.802
POLE	RPA1	984840	978067	ENSP00000322570	ENSP00000254719	0.000	0.000	0.000	0.000	0.000	0.387	0.000	0.000	0.386
CHEK2	MSH2	992579	977012	ENSP00000372023	ENSP00000233146	0.000	0.000	0.000	0.000	0.000	0.846	0.000	0.000	0.845
PARP1	TP53	989329	979979	ENSP00000355759	ENSP00000269305	0.000	0.000	0.000	0.000	0.000	0.989	0.000	0.000	0.988
FEN1	POLD3	982899	979230	ENSP00000305480	ENSP00000263681	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
ERCC4	DDB2	983532	978247	ENSP00000310520	ENSP00000256996	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
PIK3R1	PIK3CA	980292	979288	ENSP00000274335	ENSP00000263967	0.000	0.000	0.000	0.000	0.000	0.999	0.900	0.000	0.999
BIRC3	BIRC2	979190	976784	ENSP00000263464	ENSP00000227758	0.000	0.000	0.000	0.963	0.000	0.000	0.900	0.000	0.899
TNF	FAS	995272	987986	ENSP00000392858	ENSP00000347979	0.000	0.000	0.000	0.000	0.000	0.620	0.000	0.000	0.619
RAD52	MLH3	988506	987993	ENSP00000351284	ENSP00000348020	0.000	0.000	0.000	0.000	0.000	0.203	0.000	0.000	0.202
BRCA1	GTF2H4	988359	978518	ENSP00000350283	ENSP00000259895	0.000	0.000	0.000	0.000	0.000	0.714	0.000	0.000	0.714
ERCC8	GTF2H3	979523	976839	ENSP00000265038	ENSP00000228955	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
FEN1	RPA1	982899	978067	ENSP00000305480	ENSP00000254719	0.000	0.000	0.000	0.000	0.000	0.582	0.000	0.000	0.581
IRAK4	NFKBIA	988160	976240	ENSP00000349096	ENSP00000216797	0.000	0.000	0.000	0.000	0.000	0.504	0.000	0.000	0.504
FADD	MBD4	982467	977709	ENSP00000301838	ENSP00000249910	0.000	0.000	0.000	0.000	0.000	0.621	0.000	0.000	0.621
PRKACA	PRKAR2A	983418	979629	ENSP00000309591	ENSP00000265563	0.000	0.000	0.000	0.000	0.000	0.580	0.360	0.000	0.713
IKBKG	IRAK2	989953	978202	ENSP00000358622	ENSP00000256458	0.000	0.000	0.000	0.000	0.000	0.000	0.900	0.000	0.899
LIG4	XPC	988208	980908	ENSP00000349393	ENSP00000285021	0.000	0.000	0.000	0.000	0.000	0.231	0.000	0.000	0.230
TRADD	IL1RAP	987063	975818	ENSP00000341268	ENSP00000072516	0.000	0.000	0.000	0.000	0.000	0.000	0.800	0.000	0.800
PCNA	RPA3	991950	976606	ENSP00000368438	ENSP00000223129	0.000	0.000	0.000	0.000	0.000	0.620	0.900	0.000	0.959
IKBKG	RIPK1	989953	978509	ENSP00000358622	ENSP00000259808	0.000	0.000	0.000	0.000	0.000	0.999	0.900	0.000	0.999
TNF	RIPK1	995272	978509	ENSP00000392858	ENSP00000259808	0.000	0.000	0.000	0.000	0.000	0.995	0.000	0.000	0.994
DFFB	NFKB1	991786	976749	ENSP00000367454	ENSP00000226574	0.000	0.000	0.000	0.000	0.000	0.288	0.000	0.000	0.288
